order_date,product,category,region,channel,customer,quantity,unit_price,revenue,cost
2023-11-23,Ergonomic Chair,Furniture,Europe,Retail,Cust_0026,25,249,5326.97,4668.75
2023-02-24,Desk Mat,Accessories,North America,Retail,Cust_0038,5,29,145.2,75.4
2022-11-13,Ergonomic Chair,Furniture,South America,Online,Cust_0017,23,249,6193.03,4295.25
2022-08-28,Monitor 27in,Electronics,North America,Online,Cust_0004,2,299,632.04,358.8
2023-09-09,Webcam HD,Electronics,Middle East,Online,Cust_0017,13,79,1019.11,688.09
2022-12-13,USB-C Dock,Electronics,Asia Pacific,Online,Cust_0027,23,99,2387.43,1593.9
2023-12-24,Desk Lamp,Home,South America,Retail,Cust_0007,20,45,903.13,450.0
2022-11-07,Desk Lamp,Home,South America,Online,Cust_0013,4,45,185.89,90.0
2023-04-05,Power Bank,Accessories,Asia Pacific,Retail,Cust_0027,17,49,781.86,466.48
2022-08-19,Noise-cancelling Mic,Electronics,South America,Retail,Cust_0022,16,149,2194.12,1859.52
2022-07-23,Cable Organizer,Accessories,Middle East,Online,Cust_0032,3,15,40.26,15.75
2022-10-10,Smart Speaker,Electronics,North America,Online,Cust_0017,17,119,2110.6,1254.26
2023-10-20,Desk Lamp,Home,North America,Wholesale,Cust_0007,9,45,443.05,202.5
2022-08-19,Power Bank,Accessories,Asia Pacific,Partner,Cust_0028,10,49,525.07,274.4
2022-10-15,Power Bank,Accessories,North America,Online,Cust_0009,25,49,1285.03,686.0
2022-12-31,Ergonomic Chair,Furniture,Middle East,Wholesale,Cust_0018,12,249,3327.27,2241.0
2022-10-13,Ergonomic Chair,Furniture,North America,Retail,Cust_0026,11,249,2657.04,2054.25
2023-10-20,Desk Lamp,Home,South America,Wholesale,Cust_0011,13,45,517.09,292.5
2022-09-08,Power Bank,Accessories,South America,Online,Cust_0038,6,49,292.47,164.64
2023-10-01,Mechanical Keyboard,Electronics,Asia Pacific,Wholesale,Cust_0040,20,129,2215.3,1677.0
2022-11-20,Webcam HD,Electronics,South America,Online,Cust_0029,16,79,1091.83,846.88
2023-04-03,Cable Organizer,Accessories,Middle East,Online,Cust_0037,11,15,176.08,57.75
2023-02-24,Cable Organizer,Accessories,South America,Online,Cust_0016,11,15,164.11,57.75
2023-08-08,Mechanical Keyboard,Electronics,North America,Online,Cust_0011,18,129,2325.88,1509.3
2023-11-02,Power Bank,Accessories,North America,Retail,Cust_0032,16,49,741.81,439.04
2023-06-13,Desk Lamp,Home,Middle East,Retail,Cust_0025,2,45,87.39,45.0
2023-03-07,Laptop Stand,Accessories,Middle East,Wholesale,Cust_0029,15,39,512.7,245.7
2023-12-02,Webcam HD,Electronics,South America,Online,Cust_0002,11,79,765.41,582.23
2023-09-05,Wireless Headphones,Electronics,North America,Online,Cust_0039,18,89,1824.6,929.16
2023-05-17,Fitness Tracker,Electronics,South America,Retail,Cust_0022,17,139,2266.12,1677.73
2022-09-03,Power Bank,Accessories,Asia Pacific,Wholesale,Cust_0036,8,49,423.45,219.52
2023-11-06,Desk Mat,Accessories,South America,Partner,Cust_0008,22,29,560.95,331.76
2023-02-22,Wireless Headphones,Electronics,Asia Pacific,Partner,Cust_0036,11,89,985.46,567.82
2022-10-26,Wireless Headphones,Electronics,Europe,Wholesale,Cust_0027,6,89,471.04,309.72
2023-01-26,USB-C Dock,Electronics,Europe,Wholesale,Cust_0030,4,99,434.56,277.2
2023-01-21,Desk Mat,Accessories,South America,Online,Cust_0003,11,29,359.83,165.88
2022-11-13,Smart Speaker,Electronics,Middle East,Wholesale,Cust_0033,15,119,1589.35,1106.7
2023-12-02,Wireless Headphones,Electronics,Middle East,Online,Cust_0028,17,89,1666.79,877.54
2023-11-16,Fitness Tracker,Electronics,Middle East,Retail,Cust_0012,17,139,2526.4,1677.73
2022-11-18,Laptop Stand,Accessories,Middle East,Partner,Cust_0025,13,39,494.63,212.94
2023-03-21,Desk Lamp,Home,Asia Pacific,Partner,Cust_0029,13,45,638.49,292.5
2022-11-28,Standing Desk,Furniture,Middle East,Partner,Cust_0021,20,429,9125.36,7035.6
2023-02-17,USB-C Dock,Electronics,Asia Pacific,Partner,Cust_0009,7,99,793.07,485.1
2023-01-08,Noise-cancelling Mic,Electronics,North America,Partner,Cust_0023,18,149,2732.11,2091.96
2023-09-10,Cable Organizer,Accessories,South America,Partner,Cust_0001,24,15,362.45,126.0
2022-08-04,Standing Desk,Furniture,North America,Online,Cust_0013,5,429,1995.05,1758.9
2022-12-21,Desk Lamp,Home,Europe,Partner,Cust_0004,22,45,1046.61,495.0
2023-05-08,USB-C Dock,Electronics,Asia Pacific,Online,Cust_0029,25,99,2179.84,1732.5
2023-02-24,Desk Mat,Accessories,Europe,Wholesale,Cust_0033,21,29,660.94,316.68
2023-04-30,Desk Mat,Accessories,South America,Online,Cust_0025,22,29,622.03,331.76
2023-05-26,Noise-cancelling Mic,Electronics,Asia Pacific,Online,Cust_0013,2,149,308.78,232.44
2023-10-06,Power Bank,Accessories,Middle East,Partner,Cust_0035,8,49,420.04,219.52
2023-01-27,Smart Speaker,Electronics,Asia Pacific,Retail,Cust_0029,24,119,2579.62,1770.72
2022-09-24,Mechanical Keyboard,Electronics,South America,Online,Cust_0003,6,129,757.4,503.1
2023-04-06,Mechanical Keyboard,Electronics,North America,Partner,Cust_0022,6,129,766.18,503.1
2022-12-15,Wireless Headphones,Electronics,Middle East,Partner,Cust_0004,5,89,481.53,258.1
2023-05-14,Webcam HD,Electronics,North America,Partner,Cust_0021,19,79,1512.44,1005.67
2023-01-14,Noise-cancelling Mic,Electronics,South America,Retail,Cust_0035,3,149,451.97,348.66
2022-10-12,Ergonomic Chair,Furniture,Asia Pacific,Retail,Cust_0022,8,249,1908.81,1494.0
2023-02-18,Smart Speaker,Electronics,Middle East,Wholesale,Cust_0001,20,119,2104.91,1475.6
2023-06-29,Webcam HD,Electronics,North America,Retail,Cust_0021,8,79,609.51,423.44
2022-11-03,Standing Desk,Furniture,North America,Partner,Cust_0034,9,429,4234.1,3166.02
2023-07-28,Noise-cancelling Mic,Electronics,South America,Wholesale,Cust_0003,17,149,2378.31,1975.74
2023-01-23,Ergonomic Chair,Furniture,North America,Online,Cust_0011,17,249,4831.92,3174.75
2022-07-17,Cable Organizer,Accessories,Europe,Retail,Cust_0028,3,15,49.53,15.75
2023-02-05,Noise-cancelling Mic,Electronics,North America,Wholesale,Cust_0010,23,149,2937.37,2673.06
2023-06-14,Wireless Headphones,Electronics,North America,Online,Cust_0012,3,89,290.57,154.86
2022-09-20,Monitor 27in,Electronics,South America,Partner,Cust_0025,8,299,2356.93,1435.2
2023-08-28,Standing Desk,Furniture,South America,Online,Cust_0008,11,429,4768.32,3869.58
2022-09-12,Smart Speaker,Electronics,North America,Online,Cust_0023,24,119,3222.75,1770.72
2022-10-26,Desk Lamp,Home,Middle East,Partner,Cust_0006,22,45,925.11,495.0
2023-10-01,Standing Desk,Furniture,South America,Online,Cust_0011,13,429,5632.99,4573.14
2022-11-26,Desk Mat,Accessories,Europe,Partner,Cust_0020,13,29,397.05,196.04
2023-07-27,Wireless Headphones,Electronics,North America,Retail,Cust_0003,18,89,1364.12,929.16
2023-08-17,Noise-cancelling Mic,Electronics,Asia Pacific,Online,Cust_0014,18,149,2881.78,2091.96
2023-06-27,USB-C Dock,Electronics,Europe,Retail,Cust_0012,14,99,1269.9,970.2
2023-03-25,USB-C Dock,Electronics,Middle East,Retail,Cust_0004,4,99,437.74,277.2
2023-10-25,Cable Organizer,Accessories,Asia Pacific,Online,Cust_0005,18,15,249.81,94.5
2023-01-28,Desk Mat,Accessories,Asia Pacific,Wholesale,Cust_0023,19,29,489.54,286.52
2023-03-07,Laptop Stand,Accessories,Europe,Online,Cust_0021,10,39,388.35,163.8
2023-06-11,Monitor 27in,Electronics,Middle East,Partner,Cust_0010,22,299,6707.36,3946.8
2023-07-18,Smart Speaker,Electronics,Europe,Wholesale,Cust_0001,11,119,1235.65,811.58
2023-02-21,Desk Mat,Accessories,Asia Pacific,Wholesale,Cust_0024,24,29,619.64,361.92
2023-06-14,Fitness Tracker,Electronics,South America,Wholesale,Cust_0023,16,139,2407.32,1579.04
2023-11-20,Noise-cancelling Mic,Electronics,Middle East,Retail,Cust_0006,4,149,657.11,464.88
2022-11-30,Fitness Tracker,Electronics,Asia Pacific,Retail,Cust_0005,18,139,2672.71,1776.42
2022-07-29,Power Bank,Accessories,Middle East,Online,Cust_0038,17,49,809.29,466.48
2023-02-12,Fitness Tracker,Electronics,Middle East,Partner,Cust_0035,2,139,275.67,197.38
2022-12-09,Ergonomic Chair,Furniture,Middle East,Retail,Cust_0019,13,249,2881.46,2427.75
2023-12-05,Noise-cancelling Mic,Electronics,Asia Pacific,Wholesale,Cust_0033,3,149,381.37,348.66
2023-03-11,Power Bank,Accessories,Middle East,Retail,Cust_0009,20,49,964.19,548.8
2023-01-09,Monitor 27in,Electronics,South America,Retail,Cust_0023,19,299,4897.74,3408.6
2023-11-21,USB-C Dock,Electronics,Asia Pacific,Partner,Cust_0015,3,99,256.26,207.9
2023-02-06,Noise-cancelling Mic,Electronics,South America,Wholesale,Cust_0030,12,149,1992.66,1394.64
2022-08-19,Cable Organizer,Accessories,Middle East,Online,Cust_0018,11,15,181.58,57.75
2023-04-05,Monitor 27in,Electronics,South America,Retail,Cust_0025,18,299,5164.51,3229.2
2022-09-27,Noise-cancelling Mic,Electronics,Europe,Wholesale,Cust_0034,9,149,1303.12,1045.98
2023-06-28,Webcam HD,Electronics,Middle East,Online,Cust_0009,16,79,1241.21,846.88
2023-03-02,Laptop Stand,Accessories,Europe,Partner,Cust_0010,17,39,600.73,278.46
2023-07-15,Monitor 27in,Electronics,Europe,Online,Cust_0027,23,299,7518.98,4126.2
2022-11-03,Webcam HD,Electronics,South America,Wholesale,Cust_0014,22,79,1785.34,1164.46
2023-09-03,Wireless Headphones,Electronics,Europe,Online,Cust_0037,8,89,731.73,412.96
2022-11-24,Cable Organizer,Accessories,Middle East,Online,Cust_0010,17,15,221.03,89.25
2023-03-31,Fitness Tracker,Electronics,Middle East,Wholesale,Cust_0037,6,139,868.43,592.14
2023-04-26,Laptop Stand,Accessories,Middle East,Wholesale,Cust_0031,7,39,303.08,114.66
2022-12-31,USB-C Dock,Electronics,Middle East,Retail,Cust_0012,14,99,1437.23,970.2
2023-12-15,Desk Lamp,Home,South America,Partner,Cust_0039,6,45,277.34,135.0
2023-03-02,Standing Desk,Furniture,North America,Retail,Cust_0002,13,429,5079.0,4573.14
2023-12-08,Cable Organizer,Accessories,Middle East,Retail,Cust_0007,14,15,189.68,73.5
2022-08-18,Fitness Tracker,Electronics,North America,Online,Cust_0031,18,139,2621.64,1776.42
2022-07-11,Fitness Tracker,Electronics,Middle East,Wholesale,Cust_0027,25,139,3339.87,2467.25
2022-08-23,Desk Mat,Accessories,Europe,Wholesale,Cust_0031,17,29,535.83,256.36
2023-08-04,Ergonomic Chair,Furniture,South America,Online,Cust_0009,19,249,4382.59,3548.25
2023-03-05,Fitness Tracker,Electronics,Middle East,Partner,Cust_0035,3,139,405.57,296.07
2023-01-19,Wireless Headphones,Electronics,Middle East,Online,Cust_0034,23,89,1812.31,1187.26
2022-07-17,Standing Desk,Furniture,Asia Pacific,Retail,Cust_0027,21,429,8636.76,7387.38
2022-12-15,Standing Desk,Furniture,Asia Pacific,Partner,Cust_0035,21,429,8802.41,7387.38
2023-07-19,Monitor 27in,Electronics,Europe,Wholesale,Cust_0027,9,299,2733.06,1614.6
2023-11-16,Mechanical Keyboard,Electronics,Asia Pacific,Wholesale,Cust_0020,12,129,1584.06,1006.2
2023-08-21,Desk Mat,Accessories,Europe,Online,Cust_0029,5,29,157.32,75.4
2022-12-22,Laptop Stand,Accessories,Asia Pacific,Wholesale,Cust_0036,7,39,282.34,114.66
2022-09-01,Mechanical Keyboard,Electronics,North America,Online,Cust_0010,13,129,1662.75,1090.05
2023-09-28,Laptop Stand,Accessories,Europe,Partner,Cust_0024,3,39,102.26,49.14
2022-08-17,Desk Mat,Accessories,Middle East,Wholesale,Cust_0034,13,29,352.85,196.04
2022-09-06,Smart Speaker,Electronics,South America,Wholesale,Cust_0001,6,119,650.11,442.68
2023-12-22,Desk Lamp,Home,Middle East,Online,Cust_0033,7,45,316.49,157.5
2023-03-04,Monitor 27in,Electronics,Asia Pacific,Online,Cust_0016,6,299,1877.43,1076.4
2022-12-18,Laptop Stand,Accessories,Asia Pacific,Wholesale,Cust_0026,9,39,341.04,147.42
2023-01-31,Noise-cancelling Mic,Electronics,North America,Online,Cust_0036,1,149,139.37,116.22
2023-07-01,Ergonomic Chair,Furniture,Middle East,Retail,Cust_0013,9,249,2210.58,1680.75
2023-08-27,Monitor 27in,Electronics,Europe,Partner,Cust_0027,1,299,299.56,179.4
2022-09-22,Noise-cancelling Mic,Electronics,North America,Partner,Cust_0033,10,149,1694.15,1162.2
2023-03-23,Desk Mat,Accessories,Middle East,Wholesale,Cust_0031,15,29,470.23,226.2
2023-06-22,Smart Speaker,Electronics,Middle East,Wholesale,Cust_0002,15,119,1775.35,1106.7
2023-03-31,Laptop Stand,Accessories,Europe,Retail,Cust_0021,13,39,493.68,212.94
2023-07-06,Noise-cancelling Mic,Electronics,Asia Pacific,Online,Cust_0016,18,149,2510.85,2091.96
2023-08-22,Cable Organizer,Accessories,North America,Partner,Cust_0036,24,15,406.59,126.0
2023-11-09,Ergonomic Chair,Furniture,Middle East,Retail,Cust_0018,12,249,2703.65,2241.0
2023-01-20,Webcam HD,Electronics,Europe,Retail,Cust_0016,24,79,2108.02,1270.32
2023-02-06,USB-C Dock,Electronics,Middle East,Retail,Cust_0023,7,99,621.48,485.1
2022-10-27,Laptop Stand,Accessories,Middle East,Wholesale,Cust_0001,3,39,126.27,49.14
2022-08-22,Power Bank,Accessories,Middle East,Partner,Cust_0021,16,49,782.2,439.04
2023-04-17,Webcam HD,Electronics,South America,Partner,Cust_0015,6,79,509.57,317.58
2022-11-18,Wireless Headphones,Electronics,South America,Wholesale,Cust_0035,17,89,1300.83,877.54
2023-06-30,Standing Desk,Furniture,South America,Retail,Cust_0008,22,429,9999.31,7739.16
2023-10-24,Ergonomic Chair,Furniture,North America,Online,Cust_0014,23,249,5519.85,4295.25
2022-10-21,Ergonomic Chair,Furniture,Europe,Partner,Cust_0036,12,249,2775.42,2241.0
2023-04-11,Webcam HD,Electronics,Asia Pacific,Partner,Cust_0012,20,79,1579.42,1058.6
2023-02-10,Standing Desk,Furniture,Asia Pacific,Partner,Cust_0026,23,429,9214.68,8090.94
2023-01-10,Monitor 27in,Electronics,North America,Retail,Cust_0018,5,299,1631.38,897.0
2023-09-25,Power Bank,Accessories,Europe,Retail,Cust_0010,13,49,631.84,356.72
2022-07-19,Mechanical Keyboard,Electronics,Europe,Wholesale,Cust_0034,14,129,1824.41,1173.9
2023-05-29,Smart Speaker,Electronics,Asia Pacific,Partner,Cust_0036,16,119,2108.78,1180.48
2022-08-27,Standing Desk,Furniture,North America,Retail,Cust_0014,4,429,1877.55,1407.12
2023-11-09,Power Bank,Accessories,South America,Online,Cust_0022,21,49,954.84,576.24
2023-07-13,Noise-cancelling Mic,Electronics,Asia Pacific,Partner,Cust_0002,18,149,2611.0,2091.96
2023-07-04,Power Bank,Accessories,Middle East,Retail,Cust_0037,22,49,1126.47,603.68
2023-01-04,Smart Speaker,Electronics,Asia Pacific,Partner,Cust_0033,10,119,1185.54,737.8
2023-10-10,Fitness Tracker,Electronics,Middle East,Wholesale,Cust_0019,3,139,412.47,296.07
2022-12-05,Power Bank,Accessories,South America,Partner,Cust_0040,6,49,300.32,164.64
2022-09-21,Laptop Stand,Accessories,Europe,Partner,Cust_0021,6,39,221.14,98.28
2023-05-04,Desk Mat,Accessories,Asia Pacific,Wholesale,Cust_0029,9,29,283.0,135.72
2023-07-16,Desk Mat,Accessories,South America,Wholesale,Cust_0011,19,29,498.75,286.52
2022-08-02,Mechanical Keyboard,Electronics,Asia Pacific,Retail,Cust_0006,24,129,2827.18,2012.4
2023-08-20,Laptop Stand,Accessories,South America,Online,Cust_0036,4,39,135.12,65.52
2023-08-20,Noise-cancelling Mic,Electronics,North America,Online,Cust_0017,25,149,3856.98,2905.5
2022-10-04,Cable Organizer,Accessories,Europe,Partner,Cust_0016,13,15,208.9,68.25
2023-10-06,Cable Organizer,Accessories,Middle East,Retail,Cust_0011,5,15,64.39,26.25
2023-07-10,Power Bank,Accessories,South America,Wholesale,Cust_0035,11,49,609.32,301.84
2023-10-08,Mechanical Keyboard,Electronics,Middle East,Retail,Cust_0039,23,129,2928.32,1928.55
2023-09-28,Noise-cancelling Mic,Electronics,Asia Pacific,Partner,Cust_0031,21,149,3166.24,2440.62
2022-10-09,Webcam HD,Electronics,South America,Partner,Cust_0017,10,79,708.41,529.3
2022-07-20,Wireless Headphones,Electronics,Asia Pacific,Retail,Cust_0019,17,89,1499.02,877.54
2022-07-18,Desk Mat,Accessories,Asia Pacific,Wholesale,Cust_0001,16,29,501.01,241.28
2023-05-05,Monitor 27in,Electronics,Middle East,Online,Cust_0024,8,299,2168.52,1435.2
2023-09-30,Standing Desk,Furniture,South America,Retail,Cust_0025,8,429,3144.32,2814.24
2022-09-29,Standing Desk,Furniture,Middle East,Retail,Cust_0040,21,429,9840.28,7387.38
2023-04-14,Desk Lamp,Home,South America,Partner,Cust_0013,21,45,1045.21,472.5
2023-01-12,Mechanical Keyboard,Electronics,South America,Online,Cust_0040,10,129,1271.72,838.5
2023-11-25,USB-C Dock,Electronics,Europe,Online,Cust_0004,11,99,1242.46,762.3
2022-08-01,Mechanical Keyboard,Electronics,Asia Pacific,Partner,Cust_0009,4,129,549.31,335.4
2022-07-18,USB-C Dock,Electronics,North America,Retail,Cust_0032,3,99,271.8,207.9
2023-09-13,Desk Lamp,Home,South America,Partner,Cust_0003,16,45,683.33,360.0
2022-12-06,Wireless Headphones,Electronics,North America,Wholesale,Cust_0035,9,89,793.83,464.58
2023-01-22,Fitness Tracker,Electronics,North America,Wholesale,Cust_0008,9,139,1429.12,888.21
2023-03-21,Standing Desk,Furniture,Europe,Wholesale,Cust_0003,25,429,9757.11,8794.5
2022-10-14,Noise-cancelling Mic,Electronics,South America,Retail,Cust_0025,22,149,3456.43,2556.84
2023-05-25,Fitness Tracker,Electronics,North America,Retail,Cust_0036,11,139,1538.6,1085.59
2023-03-26,Webcam HD,Electronics,Europe,Partner,Cust_0024,21,79,1851.87,1111.53
2023-02-18,Laptop Stand,Accessories,Asia Pacific,Wholesale,Cust_0001,8,39,280.86,131.04
2023-04-18,Monitor 27in,Electronics,Europe,Wholesale,Cust_0001,4,299,1364.22,717.6
2023-11-08,Desk Mat,Accessories,Asia Pacific,Retail,Cust_0006,20,29,536.28,301.6
2023-12-03,Laptop Stand,Accessories,North America,Partner,Cust_0004,22,39,820.81,360.36
2022-12-14,Desk Mat,Accessories,Europe,Online,Cust_0032,18,29,480.14,271.44
2023-06-30,Smart Speaker,Electronics,North America,Retail,Cust_0025,15,119,1709.05,1106.7
2022-11-24,Desk Lamp,Home,South America,Wholesale,Cust_0036,2,45,84.46,45.0
2023-11-23,USB-C Dock,Electronics,Middle East,Retail,Cust_0023,19,99,1781.5,1316.7
2023-11-01,Desk Lamp,Home,North America,Retail,Cust_0034,20,45,806.86,450.0
2023-05-08,Power Bank,Accessories,South America,Partner,Cust_0001,9,49,477.5,246.96
2023-12-10,Standing Desk,Furniture,North America,Retail,Cust_0040,24,429,11398.17,8442.72
2023-03-11,Ergonomic Chair,Furniture,Middle East,Online,Cust_0025,24,249,5420.0,4482.0
2023-12-01,Smart Speaker,Electronics,Middle East,Retail,Cust_0019,18,119,2028.0,1328.04
2023-06-04,Laptop Stand,Accessories,North America,Online,Cust_0009,4,39,140.96,65.52
2022-08-11,USB-C Dock,Electronics,Europe,Wholesale,Cust_0007,4,99,340.38,277.2
2023-08-11,Cable Organizer,Accessories,North America,Partner,Cust_0024,16,15,219.89,84.0
2022-09-20,Wireless Headphones,Electronics,North America,Wholesale,Cust_0030,7,89,679.26,361.34
2022-09-10,Ergonomic Chair,Furniture,Asia Pacific,Wholesale,Cust_0004,18,249,4917.17,3361.5
2023-04-08,Noise-cancelling Mic,Electronics,Asia Pacific,Online,Cust_0005,2,149,337.75,232.44
2023-12-23,Laptop Stand,Accessories,Middle East,Retail,Cust_0025,4,39,141.47,65.52
2023-12-30,Cable Organizer,Accessories,Middle East,Retail,Cust_0036,8,15,116.95,42.0
2022-10-26,Smart Speaker,Electronics,South America,Partner,Cust_0028,21,119,2786.0,1549.38
2022-12-27,Smart Speaker,Electronics,Middle East,Wholesale,Cust_0022,6,119,747.74,442.68
2023-10-06,Fitness Tracker,Electronics,Middle East,Partner,Cust_0021,12,139,1840.56,1184.28
2023-09-05,Smart Speaker,Electronics,Asia Pacific,Wholesale,Cust_0039,21,119,2304.62,1549.38
2023-02-14,Standing Desk,Furniture,Asia Pacific,Partner,Cust_0029,25,429,10556.08,8794.5
2023-08-20,Wireless Headphones,Electronics,Asia Pacific,Online,Cust_0039,24,89,1826.05,1238.88
2022-11-25,Fitness Tracker,Electronics,Asia Pacific,Online,Cust_0015,10,139,1271.08,986.9
2023-05-28,Wireless Headphones,Electronics,Middle East,Partner,Cust_0033,25,89,2262.6,1290.5
2022-12-15,Laptop Stand,Accessories,Asia Pacific,Wholesale,Cust_0010,2,39,69.54,32.76
2023-07-20,Fitness Tracker,Electronics,Europe,Retail,Cust_0017,19,139,2887.46,1875.11
2022-10-12,Monitor 27in,Electronics,North America,Retail,Cust_0021,13,299,4228.56,2332.2
2023-01-03,Webcam HD,Electronics,Middle East,Online,Cust_0020,23,79,1564.82,1217.39
2023-08-04,Laptop Stand,Accessories,Asia Pacific,Online,Cust_0023,25,39,1086.09,409.5
2023-09-27,Standing Desk,Furniture,Middle East,Retail,Cust_0001,4,429,1784.93,1407.12
2023-08-05,Wireless Headphones,Electronics,Asia Pacific,Online,Cust_0035,10,89,907.33,516.2
2023-06-09,Noise-cancelling Mic,Electronics,Europe,Retail,Cust_0004,23,149,3605.51,2673.06
2023-08-16,Webcam HD,Electronics,Europe,Online,Cust_0028,25,79,1850.45,1323.25
2023-08-17,Mechanical Keyboard,Electronics,North America,Partner,Cust_0031,5,129,658.82,419.25
2022-08-29,Noise-cancelling Mic,Electronics,North America,Partner,Cust_0026,13,149,1938.06,1510.86
2022-11-20,Smart Speaker,Electronics,Middle East,Wholesale,Cust_0013,5,119,592.83,368.9
2023-01-26,Noise-cancelling Mic,Electronics,Europe,Retail,Cust_0005,20,149,2771.03,2324.4
2023-09-23,Ergonomic Chair,Furniture,North America,Online,Cust_0027,22,249,5352.35,4108.5
2023-07-01,USB-C Dock,Electronics,Middle East,Partner,Cust_0002,11,99,1177.1,762.3
2022-12-30,Ergonomic Chair,Furniture,Middle East,Wholesale,Cust_0010,20,249,4891.05,3735.0
2023-03-06,USB-C Dock,Electronics,Europe,Partner,Cust_0006,22,99,1924.72,1524.6
2022-09-03,USB-C Dock,Electronics,Asia Pacific,Retail,Cust_0001,20,99,1886.9,1386.0
2022-10-31,Desk Lamp,Home,North America,Wholesale,Cust_0022,15,45,616.07,337.5
2023-02-11,USB-C Dock,Electronics,Middle East,Partner,Cust_0031,18,99,1847.78,1247.4
2022-12-01,Desk Mat,Accessories,South America,Online,Cust_0038,23,29,748.25,346.84
2023-12-31,Wireless Headphones,Electronics,North America,Retail,Cust_0019,9,89,729.08,464.58
2023-04-13,Wireless Headphones,Electronics,North America,Online,Cust_0025,15,89,1399.23,774.3
2023-07-13,Power Bank,Accessories,Asia Pacific,Online,Cust_0025,4,49,180.19,109.76
2023-08-03,Noise-cancelling Mic,Electronics,Asia Pacific,Online,Cust_0032,23,149,3804.08,2673.06
2022-10-08,Mechanical Keyboard,Electronics,Middle East,Wholesale,Cust_0002,7,129,778.32,586.95
2023-05-18,Ergonomic Chair,Furniture,Europe,Wholesale,Cust_0002,16,249,3800.87,2988.0
2023-07-05,Ergonomic Chair,Furniture,Europe,Partner,Cust_0033,21,249,4877.42,3921.75
2022-09-11,Cable Organizer,Accessories,North America,Wholesale,Cust_0036,9,15,153.19,47.25
2023-02-25,Mechanical Keyboard,Electronics,Europe,Wholesale,Cust_0006,11,129,1516.86,922.35
2023-12-25,Cable Organizer,Accessories,South America,Retail,Cust_0016,20,15,306.56,105.0
2023-09-19,Desk Lamp,Home,South America,Partner,Cust_0035,20,45,800.58,450.0
2022-11-28,Monitor 27in,Electronics,Europe,Retail,Cust_0020,18,299,5686.4,3229.2
2023-12-28,Fitness Tracker,Electronics,Europe,Wholesale,Cust_0037,5,139,781.97,493.45
2023-05-31,Laptop Stand,Accessories,Europe,Online,Cust_0021,18,39,773.5,294.84
2022-12-06,Desk Mat,Accessories,South America,Partner,Cust_0027,1,29,27.29,15.08
2023-04-16,Mechanical Keyboard,Electronics,North America,Retail,Cust_0009,25,129,2919.99,2096.25
2023-04-09,Monitor 27in,Electronics,Middle East,Retail,Cust_0015,19,299,5222.39,3408.6
2022-08-05,Ergonomic Chair,Furniture,Europe,Wholesale,Cust_0033,3,249,824.57,560.25
2023-11-02,Desk Mat,Accessories,Europe,Partner,Cust_0025,21,29,607.44,316.68
2022-11-27,Mechanical Keyboard,Electronics,North America,Retail,Cust_0027,7,129,974.66,586.95
2022-07-25,Fitness Tracker,Electronics,Europe,Wholesale,Cust_0013,9,139,1347.74,888.21
2022-09-15,Mechanical Keyboard,Electronics,Asia Pacific,Wholesale,Cust_0030,15,129,2159.99,1257.75
2023-09-20,Standing Desk,Furniture,Middle East,Online,Cust_0025,25,429,11433.5,8794.5
2023-08-17,Monitor 27in,Electronics,Middle East,Online,Cust_0007,24,299,7071.83,4305.6
2022-08-22,Fitness Tracker,Electronics,North America,Wholesale,Cust_0036,8,139,1074.44,789.52
2022-08-29,USB-C Dock,Electronics,South America,Wholesale,Cust_0020,10,99,1071.28,693.0
2023-04-28,Webcam HD,Electronics,Asia Pacific,Wholesale,Cust_0040,6,79,533.59,317.58
2023-12-21,Fitness Tracker,Electronics,South America,Wholesale,Cust_0006,5,139,741.42,493.45
2022-11-02,Mechanical Keyboard,Electronics,South America,Retail,Cust_0027,25,129,3054.2,2096.25
2022-08-04,Mechanical Keyboard,Electronics,South America,Retail,Cust_0006,15,129,1789.92,1257.75
2022-12-24,Desk Mat,Accessories,North America,Online,Cust_0008,24,29,739.06,361.92
2023-07-16,Laptop Stand,Accessories,Middle East,Wholesale,Cust_0040,17,39,752.46,278.46
2023-08-01,Noise-cancelling Mic,Electronics,Europe,Online,Cust_0022,13,149,1975.06,1510.86
2022-12-10,Mechanical Keyboard,Electronics,North America,Retail,Cust_0027,5,129,607.86,419.25
2023-10-09,Desk Lamp,Home,North America,Retail,Cust_0009,21,45,1075.53,472.5
2022-07-13,Monitor 27in,Electronics,North America,Partner,Cust_0030,25,299,7469.68,4485.0
2023-12-02,Noise-cancelling Mic,Electronics,Europe,Wholesale,Cust_0014,1,149,152.97,116.22
2023-11-09,Webcam HD,Electronics,North America,Wholesale,Cust_0039,14,79,1139.21,741.02
2023-03-17,Fitness Tracker,Electronics,Middle East,Partner,Cust_0036,18,139,2742.28,1776.42
2023-02-07,Wireless Headphones,Electronics,North America,Retail,Cust_0023,6,89,459.78,309.72
2022-08-12,Cable Organizer,Accessories,Asia Pacific,Partner,Cust_0006,19,15,246.44,99.75
2023-09-09,Mechanical Keyboard,Electronics,Middle East,Partner,Cust_0039,6,129,790.78,503.1
2023-01-07,Webcam HD,Electronics,North America,Partner,Cust_0006,24,79,2048.73,1270.32
2023-06-05,Ergonomic Chair,Furniture,South America,Online,Cust_0036,13,249,2814.5,2427.75
